Earl Martin,82,CB,CANADA,ca,Yes,rare,
Ralph Therrien,78,CB,CANADA,ca,Yes,rare,
Glenn Daoust,77,CB,CANADA,ca,Yes,rare,
Pascal Houle,73,CB,CANADA,ca,Yes,uncommon,
Les Curtis,70,CB,CANADA,ca,Yes,uncommon,
Eric Evans,76,RB,CANADA,ca,Yes,rare,
Steve Hardy,75,RB,CANADA,ca,Yes,rare,
Russell Harding,70,RB,CANADA,ca,Yes,uncommon,
Tom Blake,67,RB,CANADA,ca,Yes,uncommon,
Ian Meyer,67,RB,CANADA,ca,Yes,uncommon,
Sam Bissonnette,46,RWB,CANADA,ca,Yes,common,
Philip Higgins,76,CDM,CANADA,ca,Yes,rare,
Murray Penney,76,CDM,CANADA,ca,Yes,rare,
Paul Lafrance,75,CDM,CANADA,ca,Yes,rare,
Mathieu Lepage,73,CDM,CANADA,ca,Yes,uncommon,
Sean Samson,69,CDM,CANADA,ca,Yes,uncommon,
John Rivest,81,CM,CANADA,ca,Yes,rare,
Joe Davidson,77,CM,CANADA,ca,Yes,rare,
Art Bourgeois,76,CM,CANADA,ca,Yes,rare,
Nick Logan,68,CM,CANADA,ca,Yes,uncommon,
Michael Pouliot,67,CM,CANADA,ca,Yes,uncommon,
Raymond Montgomery,78,CAM,CANADA,ca,Yes,rare,
Anthony Singh,74,CAM,CANADA,ca,Yes,uncommon,
Allen Newman,72,CAM,CANADA,ca,Yes,uncommon,
Gerry Manning,72,CAM,CANADA,ca,Yes,uncommon,
Mike Simard,65,CAM,CANADA,ca,Yes,uncommon,
Allan Steeves,75,LW,CANADA,ca,Yes,rare,
Allan Jarvis,74,LW,CANADA,ca,Yes,uncommon,
Randy Belisle,65,LW,CANADA,ca,Yes,uncommon,
Darryl Chambers,83,LM,CANADA,ca,Yes,rare,
Matt Cote,81,LM,CANADA,ca,Yes,rare,
Tom Howell,71,LM,CANADA,ca,Yes,uncommon,
Benoit Ellis,68,LM,CANADA,ca,Yes,uncommon,
Aaron Abbott,67,LM,CANADA,ca,Yes,uncommon,
Trevor Johnstone,78,RW,CANADA,ca,Yes,rare,
Jean-Claude McKinnon,71,RW,CANADA,ca,Yes,uncommon,
Aaron Bastien,57,RW,CANADA,ca,Yes,common,
Jim Frechette,55,RW,CANADA,ca,Yes,common,
Kevin Houde,54,RW,CANADA,ca,Yes,common,
Scott Kang,77,RM,CANADA,ca,Yes,rare,
Brian Lacasse,75,RM,CANADA,ca,Yes,rare,
Pascal Desmarais,65,RM,CANADA,ca,Yes,uncommon,
Jack Robitaille,56,RM,CANADA,ca,Yes,common,
Kyle Clark,55,RM,CANADA,ca,Yes,common,
Matt Emond,80,CF,CANADA,ca,Yes,rare,
Larry Clarke,76,CF,CANADA,ca,Yes,rare,
Curtis Marquis,62,CF,CANADA,ca,Yes,common,
Sean Jordan,57,CF,CANADA,ca,Yes,common,
Brian Johnston,50,CF,CANADA,ca,Yes,common,
Louis Marshall,82,ST,CANADA,ca,Yes,rare,
Derek MacNeil,75,ST,CANADA,ca,Yes,rare,
Chad McCormick,68,ST,CANADA,ca,Yes,uncommon,
Greg Snow,68,ST,CANADA,ca,Yes,uncommon,
Bill Paul,66,ST,CANADA,ca,Yes,uncommon,
Alphonse Viche,83,GK,CAMEROON,cm,Yes,rare,
Emile Ebanga,78,GK,CAMEROON,cm,Yes,rare,
Bienvenu Ayang,71,GK,CAMEROON,cm,Yes,uncommon,
Eric Kenfack,68,GK,CAMEROON,cm,Yes,uncommon,
Philippe Kamdem,68,GK,CAMEROON,cm,Yes,uncommon,
Emile Ateba,72,LB,CAMEROON,cm,Yes,uncommon,
Roland Kome,71,LB,CAMEROON,cm,Yes,uncommon,
Djidda Kodji,69,LB,CAMEROON,cm,Yes,uncommon,
Emile Nkwain,66,LB,CAMEROON,cm,Yes,uncommon,
Jacques Fon,65,LB,CAMEROON,cm,Yes,uncommon,
Marcel Yaya,78,LWB,CAMEROON,cm,Yes,rare,
Gustave Nenne,64,LWB,CAMEROON,cm,Yes,common,
Amos Aba,85,CB,CAMEROON,cm,Yes,legend,
Paulin Souleymanou,84,CB,CAMEROON,cm,Yes,rare,
Adamu Biwole,73,CB,CAMEROON,cm,Yes,uncommon,
Emile Sadou,71,CB,CAMEROON,cm,Yes,uncommon,
Idrissa Hama,71,CB,CAMEROON,cm,Yes,uncommon,
Martial Ndip,76,RB,CAMEROON,cm,Yes,rare,
Boniface Fai,69,RB,CAMEROON,cm,Yes,uncommon,
Ernest Mua,66,RB,CAMEROON,cm,Yes,uncommon,
Ernest Mba,66,RB,CAMEROON,cm,Yes,uncommon,
Haman Kamdem,60,RB,CAMEROON,cm,Yes,common,
Joseph Aissatou,57,RWB,CAMEROON,cm,Yes,common,
Goni Mbella,75,CDM,CAMEROON,cm,Yes,rare,
Malloum Zogo,74,CDM,CAMEROON,cm,Yes,uncommon,
Gaston Omgba,70,CDM,CAMEROON,cm,Yes,uncommon,
Mahamat Elong,67,CDM,CAMEROON,cm,Yes,uncommon,
Zacharie Ngoungoure,67,CDM,CAMEROON,cm,Yes,uncommon,
Mathieu Tchuente,81,CM,CAMEROON,cm,Yes,rare,
Clovis Lontsi,77,CM,CAMEROON,cm,Yes,rare,
Claude Kodji,76,CM,CAMEROON,cm,Yes,rare,
Herve Nche,71,CM,CAMEROON,cm,Yes,uncommon,
Simplice Njike,69,CM,CAMEROON,cm,Yes,uncommon,
Fidelis Ebogo,69,CAM,CAMEROON,cm,Yes,uncommon,
Goni Ebah,58,CAM,CAMEROON,cm,Yes,common,
Bertrand Bala,54,CAM,CAMEROON,cm,Yes,common,
Steve Nono,53,CAM,CAMEROON,cm,Yes,common,
Ernest Djibrilla,52,CAM,CAMEROON,cm,Yes,common,
Boris Mbole,80,LW,CAMEROON,cm,Yes,rare,
Stephane Victorine,56,LW,CAMEROON,cm,Yes,common,
Martial Abba,45,LW,CAMEROON,cm,Yes,common,
Eric Adam,67,LM,CAMEROON,cm,Yes,uncommon,
Saidou Hayatou,66,LM,CAMEROON,cm,Yes,uncommon,
Linus Mathieu,60,LM,CAMEROON,cm,Yes,common,
Bakari Njume,58,LM,CAMEROON,cm,Yes,common,
Idrissou Fanta,51,LM,CAMEROON,cm,Yes,common,
Cedric Youssouf,75,RW,CAMEROON,cm,Yes,rare,
Ernest Obama,70,RW,CAMEROON,cm,Yes,uncommon,
Idrissou Ibrahima,61,RW,CAMEROON,cm,Yes,common,
Arouna Lobe,53,RW,CAMEROON,cm,Yes,common,
Elie Abang,52,RW,CAMEROON,cm,Yes,common,
Ferdinand Didja,65,RM,CAMEROON,cm,Yes,uncommon,
Alim Amougou,64,RM,CAMEROON,cm,Yes,common,
Bertin Ako,48,RM,CAMEROON,cm,Yes,common,
Henri Tamba,56,CF,CAMEROON,cm,Yes,common,
Sylvain Bessala,78,ST,CAMEROON,cm,Yes,rare,
Philippe Sonfack,78,ST,CAMEROON,cm,Yes,rare,
Bienvenu Saibou,77,ST,CAMEROON,cm,Yes,rare,
Marcel Ngole,76,ST,CAMEROON,cm,Yes,rare,
Antoine Bissa,74,ST,CAMEROON,cm,Yes,uncommon,
Christian Ñanco,71,GK,CHILE,cl,Yes,uncommon,
Jaime Chavez,69,GK,CHILE,cl,Yes,uncommon,
Alberto Gahona,67,GK,CHILE,cl,Yes,uncommon,
Hernan Melgarejo,67,GK,CHILE,cl,Yes,uncommon,
Marcelo Llanos,66,GK,CHILE,cl,Yes,uncommon,
Gregorio Urra,85,LB,CHILE,cl,Yes,legend,
Domingo Saa,83,LB,CHILE,cl,Yes,rare,
Alberto Undurraga,69,LB,CHILE,cl,Yes,uncommon,
Horacio Espejo,61,LB,CHILE,cl,Yes,common,
Nicolas Saldaña,60,LB,CHILE,cl,Yes,common,
Marcelo Castañeda,68,LWB,CHILE,cl,Yes,uncommon,
Marcelino Valdes,63,LWB,CHILE,cl,Yes,common,
Eliseo Avila,92,CB,CHILE,cl,Yes,legend,
Rodrigo Cuello,83,CB,CHILE,cl,Yes,rare,
Martin Vergara,79,CB,CHILE,cl,Yes,rare,
Domingo Ayala,78,CB,CHILE,cl,Yes,rare,
Erick Munizaga,77,CB,CHILE,cl,Yes,rare,
Antonio Pinilla,68,RB,CHILE,cl,Yes,uncommon,
Abel Mera,66,RB,CHILE,cl,Yes,uncommon,
Eduardo Delgado,64,RB,CHILE,cl,Yes,common,
Juvenal Jaime,60,RB,CHILE,cl,Yes,common,
Raul Ponce,57,RB,CHILE,cl,Yes,common,
Lorenzo Cayuqueo,49,RWB,CHILE,cl,Yes,common,
Enzo Villalon,80,CDM,CHILE,cl,Yes,rare,
Aldo Urzua,67,CDM,CHILE,cl,Yes,uncommon,
Braulio Arancibia,67,CDM,CHILE,cl,Yes,uncommon,
Carlos Bilbao,65,CDM,CHILE,cl,Yes,uncommon,
Jean Calquin,61,CDM,CHILE,cl,Yes,common,
Edmundo Jeldres,79,CM,CHILE,cl,Yes,rare,
Marcos Pradenas,79,CM,CHILE,cl,Yes,rare,
Mariano Andaur,75,CM,CHILE,cl,Yes,rare,
Miguel Iturra,72,CM,CHILE,cl,Yes,uncommon,
Christopher Landeros,71,CM,CHILE,cl,Yes,uncommon,
Ricardo Rossel,80,CAM,CHILE,cl,Yes,rare,
Ariel Catalan,61,CAM,CHILE,cl,Yes,common,
Italo Beroiza,58,CAM,CHILE,cl,Yes,common,
Julio Gil,57,CAM,CHILE,cl,Yes,common,
Alexis Infante,49,CAM,CHILE,cl,Yes,common,
Alejandro Aviles,84,LW,CHILE,cl,Yes,rare,
Maximiliano Valeria,80,LW,CHILE,cl,Yes,rare,
Andres Maulen,78,LW,CHILE,cl,Yes,rare,
Sergio Lavin,66,LW,CHILE,cl,Yes,uncommon,
Gregorio Gallardo,52,LW,CHILE,cl,Yes,common,
Horacio Recabal,84,LM,CHILE,cl,Yes,rare,
Bryan Villalobos,81,LM,CHILE,cl,Yes,rare,
Herman Jaña,60,LM,CHILE,cl,Yes,common,
Felipe Bernal,60,LM,CHILE,cl,Yes,common,
Nibaldo Canio,59,LM,CHILE,cl,Yes,common,
Sandro Verdejo,69,RW,CHILE,cl,Yes,uncommon,
Isaac Ocampo,67,RW,CHILE,cl,Yes,uncommon,
Hector Solar,66,RW,CHILE,cl,Yes,uncommon,
Hans Asenjo,66,RW,CHILE,cl,Yes,uncommon,
Fidel Ureta,62,RW,CHILE,cl,Yes,common,
Rodolfo Ledezma,80,RM,CHILE,cl,Yes,rare,
Fernando Ruminot,80,RM,CHILE,cl,Yes,rare,
Manuel Valdivieso,65,RM,CHILE,cl,Yes,uncommon,
Domingo Fajardo,64,RM,CHILE,cl,Yes,common,
Elias Gamboa,64,RM,CHILE,cl,Yes,common,
Humberto Peralta,79,CF,CHILE,cl,Yes,rare,
Leandro González,52,CF,CHILE,cl,Yes,common,
Camilo Oporto,83,ST,CHILE,cl,Yes,rare,
Darwin Lopez,72,ST,CHILE,cl,Yes,uncommon,
Benedicto Sepulveda,71,ST,CHILE,cl,Yes,uncommon,
Gustavo Aguero,70,ST,CHILE,cl,Yes,uncommon,
Christian Urrea,67,ST,CHILE,cl,Yes,uncommon,
Israel Hoyos,79,GK,COLOMBIA,co,Yes,rare,
Alcides Caicedo,73,GK,COLOMBIA,co,Yes,uncommon,
Guillermo Orozco,72,GK,COLOMBIA,co,Yes,uncommon,
Tito Puello,72,GK,COLOMBIA,co,Yes,uncommon,
Domingo Burgos,72,GK,COLOMBIA,co,Yes,uncommon,
Norberto Dorado,87,LB,COLOMBIA,co,Yes,legend,
Leonidas Tique,85,LB,COLOMBIA,co,Yes,legend,
Ernesto España,78,LB,COLOMBIA,co,Yes,rare,
Leonardo Petro,74,LB,COLOMBIA,co,Yes,uncommon,
Julio Avilez,74,LB,COLOMBIA,co,Yes,uncommon,
Ferney Pertuz,80,LWB,COLOMBIA,co,Yes,rare,
Roger Castiblanco,59,LWB,COLOMBIA,co,Yes,common,
Tito Leon,57,LWB,COLOMBIA,co,Yes,common,
Hugo Manga,46,LWB,COLOMBIA,co,Yes,common,
Willian Vargas,83,CB,COLOMBIA,co,Yes,rare,
Ever Pedraza,81,CB,COLOMBIA,co,Yes,rare,
Willian Llorente,79,CB,COLOMBIA,co,Yes,rare,
Santos Lesmes,78,CB,COLOMBIA,co,Yes,rare,
Nicolas Roa,76,CB,COLOMBIA,co,Yes,rare,
Tulio Madrid,81,RB,COLOMBIA,co,Yes,rare,
Alirio Duran,71,RB,COLOMBIA,co,Yes,uncommon,
Alirio Alfaro,70,RB,COLOMBIA,co,Yes,uncommon,
Walter Cobo,68,RB,COLOMBIA,co,Yes,uncommon,
Jhon Uriana,68,RB,COLOMBIA,co,Yes,uncommon,
Eder Aguas,71,RWB,COLOMBIA,co,Yes,uncommon,
Alfonso Granados,53,RWB,COLOMBIA,co,Yes,common,
Edilson Alba,83,CDM,COLOMBIA,co,Yes,rare,
Johan Cervantes,79,CDM,COLOMBIA,co,Yes,rare,
Dario Gongora,77,CDM,COLOMBIA,co,Yes,rare,
Nicolas Claros,75,CDM,COLOMBIA,co,Yes,rare,
Emilio Atencia,71,CDM,COLOMBIA,co,Yes,uncommon,
Wilmer Infante,85,CM,COLOMBIA,co,Yes,legend,
Wilmer Botina,80,CM,COLOMBIA,co,Yes,rare,
Octavio Calvo,76,CM,COLOMBIA,co,Yes,rare,
Jader Cabeza,71,CM,COLOMBIA,co,Yes,uncommon,
Uriel Maestre,71,CM,COLOMBIA,co,Yes,uncommon,
Ronald Palmera,84,CAM,COLOMBIA,co,Yes,rare,
Dairo Madroñero,79,CAM,COLOMBIA,co,Yes,rare,
Agustin Valero,76,CAM,COLOMBIA,co,Yes,rare,
Silvio Robayo,67,CAM,COLOMBIA,co,Yes,uncommon,
Nelson Mantilla,63,CAM,COLOMBIA,co,Yes,common,
Yesid Alvarez,75,LW,COLOMBIA,co,Yes,rare,
Ignacio Mera,65,LW,COLOMBIA,co,Yes,uncommon,
Moises Gordillo,59,LW,COLOMBIA,co,Yes,common,
Manuel Paredes,56,LW,COLOMBIA,co,Yes,common,
Roberto Perilla,53,LW,COLOMBIA,co,Yes,common,
Santiago Lopez,80,LM,COLOMBIA,co,Yes,rare,
Rigoberto Ortegon,76,LM,COLOMBIA,co,Yes,rare,
Isidro Bohorquez,72,LM,COLOMBIA,co,Yes,uncommon,
Tomas Ojeda,71,LM,COLOMBIA,co,Yes,uncommon,
Nicolas Idarraga,70,LM,COLOMBIA,co,Yes,uncommon,
Ivan Serrato,83,RW,COLOMBIA,co,Yes,rare,
Giovanny Garrido,79,RW,COLOMBIA,co,Yes,rare,
Wilmar Rodas,74,RW,COLOMBIA,co,Yes,uncommon,
Miguel Ballen,72,RW,COLOMBIA,co,Yes,uncommon,
Eliecer Arroyave,71,RW,COLOMBIA,co,Yes,uncommon,
Ariel Restrepo,85,RM,COLOMBIA,co,Yes,legend,
Manuel Santiago,83,RM,COLOMBIA,co,Yes,rare,
Abelardo Molano,76,RM,COLOMBIA,co,Yes,rare,
Marlon Jojoa,68,RM,COLOMBIA,co,Yes,uncommon,
Aldemar Martin,68,RM,COLOMBIA,co,Yes,uncommon,
Leon Potes,71,CF,COLOMBIA,co,Yes,uncommon,
Fidel Calderon,63,CF,COLOMBIA,co,Yes,common,
Julio Sarmiento,60,CF,COLOMBIA,co,Yes,common,
Ruben Ossa,58,CF,COLOMBIA,co,Yes,common,
Willian Melo,88,ST,COLOMBIA,co,Yes,legend,
William Colmenares,85,ST,COLOMBIA,co,Yes,legend,
Felix Aleman,83,ST,COLOMBIA,co,Yes,rare,
Simon Cifuentes,81,ST,COLOMBIA,co,Yes,rare,
Alexis Chavarria,80,ST,COLOMBIA,co,Yes,rare,
Alejandro Roldan,76,GK,COSTA_RICA,cr,Yes,rare,
Evelio Rizo,72,GK,COSTA_RICA,cr,Yes,uncommon,
Santos Condega,65,GK,COSTA_RICA,cr,Yes,uncommon,
Bolivar Sing,63,GK,COSTA_RICA,cr,Yes,common,
Alvaro Buitrago,61,GK,COSTA_RICA,cr,Yes,common,
Guillermo Guevara,74,LB,COSTA_RICA,cr,Yes,uncommon,
Randy Umanzor,74,LB,COSTA_RICA,cr,Yes,uncommon,
Roy Gabuardi,69,LB,COSTA_RICA,cr,Yes,uncommon,
Santos Monestel,63,LB,COSTA_RICA,cr,Yes,common,
Alonso Bran,55,LB,COSTA_RICA,cr,Yes,common,
Geovanny Grajales,74,LWB,COSTA_RICA,cr,Yes,uncommon,
Eladio Pilarte,89,CB,COSTA_RICA,cr,Yes,legend,
Gonzalo Bellido,86,CB,COSTA_RICA,cr,Yes,legend,
Gerson Saravia,85,CB,COSTA_RICA,cr,Yes,legend,
Arnoldo Wu,83,CB,COSTA_RICA,cr,Yes,rare,
Yeison Vallejos,79,CB,COSTA_RICA,cr,Yes,rare,
Brandon Abarca,71,RB,COSTA_RICA,cr,Yes,uncommon,
Rafael Portilla,66,RB,COSTA_RICA,cr,Yes,uncommon,
Marlon Tenorio,64,RB,COSTA_RICA,cr,Yes,common,
Kenneth Calderon,63,RB,COSTA_RICA,cr,Yes,common,
Marvin Bonilla,62,RB,COSTA_RICA,cr,Yes,common,
Manfred Morris,71,RWB,COSTA_RICA,cr,Yes,uncommon,
Mauricio Viquez,65,RWB,COSTA_RICA,cr,Yes,uncommon,
Heriberto Batista,72,CDM,COSTA_RICA,cr,Yes,uncommon,
Rolando Chang,71,CDM,COSTA_RICA,cr,Yes,uncommon,
Geovanny Avalos,63,CDM,COSTA_RICA,cr,Yes,common,
Alcides Palma,58,CDM,COSTA_RICA,cr,Yes,common,
Gilberto Ortiz,57,CDM,COSTA_RICA,cr,Yes,common,
Arnoldo Yglesias,73,CM,COSTA_RICA,cr,Yes,uncommon,
Andres Achio,69,CM,COSTA_RICA,cr,Yes,uncommon,
Eliecer Robert,68,CM,COSTA_RICA,cr,Yes,uncommon,
Mauricio Samuels,68,CM,COSTA_RICA,cr,Yes,uncommon,
Edgar Galvez,67,CM,COSTA_RICA,cr,Yes,uncommon,
Andrey Quiros,79,CAM,COSTA_RICA,cr,Yes,rare,
Misael Caravaca,74,CAM,COSTA_RICA,cr,Yes,uncommon,
Andrey Marrero,59,CAM,COSTA_RICA,cr,Yes,common,
Esteban Ardon,72,LW,COSTA_RICA,cr,Yes,uncommon,
Geovanni Merino,70,LW,COSTA_RICA,cr,Yes,uncommon,
Geovanni Cabrera,54,LW,COSTA_RICA,cr,Yes,common,
Maikol Bennett,81,LM,COSTA_RICA,cr,Yes,rare,
Guillermo Gomez,71,LM,COSTA_RICA,cr,Yes,uncommon,
Olman Alvarez,68,LM,COSTA_RICA,cr,Yes,uncommon,
Arturo Peraza,67,LM,COSTA_RICA,cr,Yes,uncommon,
Alcides Feoli,64,LM,COSTA_RICA,cr,Yes,common,
Santos Arevalo,63,RW,COSTA_RICA,cr,Yes,common,
Olivier Leandro,57,RW,COSTA_RICA,cr,Yes,common,
Arnoldo Robinson,61,RM,COSTA_RICA,cr,Yes,common,
Oldemar Rangel,54,RM,COSTA_RICA,cr,Yes,common,
Ulises Hudson,54,RM,COSTA_RICA,cr,Yes,common,
Didier Wallace,48,RM,COSTA_RICA,cr,Yes,common,
Geovanni Salinas,44,RM,COSTA_RICA,cr,Yes,common,
Jeffry Guevara,76,ST,COSTA_RICA,cr,Yes,rare,
Didier Castro,73,ST,COSTA_RICA,cr,Yes,uncommon,
Danilo Peña,72,ST,COSTA_RICA,cr,Yes,uncommon,
Donald Almanza,71,ST,COSTA_RICA,cr,Yes,uncommon,
Rolando Trigueros,70,ST,COSTA_RICA,cr,Yes,uncommon,
Ante Levak,77,GK,CROATIA,hr,Yes,rare,
Stanko Mijatović,74,GK,CROATIA,hr,Yes,uncommon,
Grgo Pervan,69,GK,CROATIA,hr,Yes,uncommon,
Dragomir Romić,69,GK,CROATIA,hr,Yes,uncommon,
Marko Marasović,67,GK,CROATIA,hr,Yes,uncommon,
Pavle Andrijević,71,LB,CROATIA,hr,Yes,uncommon,
Slobodan Topić,70,LB,CROATIA,hr,Yes,uncommon,
Antun Topalović,59,LB,CROATIA,hr,Yes,common,
Mateo Huzjak,56,LB,CROATIA,hr,Yes,common,
Vlado Šarić,52,LB,CROATIA,hr,Yes,common,
Edo Pribanić,83,LWB,CROATIA,hr,Yes,rare,
Dušan Nenadić,67,LWB,CROATIA,hr,Yes,uncommon,
Jakov Damjanović,67,LWB,CROATIA,hr,Yes,uncommon,
Stipe Bulić,81,CB,CROATIA,hr,Yes,rare,
Zvonko Mihalić,76,CB,CROATIA,hr,Yes,rare,
Slavko Vukman,75,CB,CROATIA,hr,Yes,rare,
Miodrag Dvorski,72,CB,CROATIA,hr,Yes,uncommon,
Zvonimir Kirin,69,CB,CROATIA,hr,Yes,uncommon,
Dean Pušić,76,RB,CROATIA,hr,Yes,rare,
Janko Đukić,75,RB,CROATIA,hr,Yes,rare,
Nedjeljko Matanović,69,RB,CROATIA,hr,Yes,uncommon,
Dražen Koren,61,RB,CROATIA,hr,Yes,common,
Klaudio Gržinić,60,RB,CROATIA,hr,Yes,common,
Šime Jovanović,67,RWB,CROATIA,hr,Yes,uncommon,
Mato Sučić,60,RWB,CROATIA,hr,Yes,common,
Danijel Josipović,70,CDM,CROATIA,hr,Yes,uncommon,
Dušan Ivandić,68,CDM,CROATIA,hr,Yes,uncommon,
Ladislav Pandža,68,CDM,CROATIA,hr,Yes,uncommon,
Franko Bokulić,68,CDM,CROATIA,hr,Yes,uncommon,
Pavao Skelin,67,CDM,CROATIA,hr,Yes,uncommon,
Jozo Tkalčević,79,CM,CROATIA,hr,Yes,rare,
Sanjin Franković,78,CM,CROATIA,hr,Yes,rare,
Nebojša Brajdić,77,CM,CROATIA,hr,Yes,rare,
Mateo Pejić,71,CM,CROATIA,hr,Yes,uncommon,
Romano Komadina,71,CM,CROATIA,hr,Yes,uncommon,
Renato Brkić,70,CAM,CROATIA,hr,Yes,uncommon,
Bojan Šabić,70,CAM,CROATIA,hr,Yes,uncommon,
Ljubomir Zajec,68,CAM,CROATIA,hr,Yes,uncommon,
Mijo Žganec,61,CAM,CROATIA,hr,Yes,common,
Zlatko Burazer,60,CAM,CROATIA,hr,Yes,common,
Krešo Marciuš,73,LW,CROATIA,hr,Yes,uncommon,
Damir Čulić,66,LW,CROATIA,hr,Yes,uncommon,
Dražen Čuljak,59,LW,CROATIA,hr,Yes,common,
Kristian Tudor,59,LW,CROATIA,hr,Yes,common,
Velimir Vrban,58,LW,CROATIA,hr,Yes,common,
Vilim Barać,79,LM,CROATIA,hr,Yes,rare,
Nediljko Vojvodić,74,LM,CROATIA,hr,Yes,uncommon,
Jurica Dundović,54,LM,CROATIA,hr,Yes,common,
Ranko Fabijanić,48,LM,CROATIA,hr,Yes,common,
Tonći Dobrić,45,LM,CROATIA,hr,Yes,common,
Alojz Salaj,77,RW,CROATIA,hr,Yes,rare,
Živko Andrijašević,65,RW,CROATIA,hr,Yes,uncommon,
Ljubomir Boršić,52,RW,CROATIA,hr,Yes,common,
Danijel Špehar,48,RW,CROATIA,hr,Yes,common,
Nino Grbeša,76,RM,CROATIA,hr,Yes,rare,
Dalibor Matešić,67,RM,CROATIA,hr,Yes,uncommon,
Mirko Mijatović,64,RM,CROATIA,hr,Yes,common,
Vedran Novaković,59,RM,CROATIA,hr,Yes,common,
Pavo Škugor,58,RM,CROATIA,hr,Yes,common,
Juraj Lukić,54,CF,CROATIA,hr,Yes,common,
Radoslav Kosović,86,ST,CROATIA,hr,Yes,legend,
Romano Dizdarević,83,ST,CROATIA,hr,Yes,rare,
Srećko Zubak,81,ST,CROATIA,hr,Yes,rare,
Zlatan Hrvatin,77,ST,CROATIA,hr,Yes,rare,
Jerko Vukorepa,76,ST,CROATIA,hr,Yes,rare,
Mikuláš Simon,79,GK,CZECH_REPUBLIC,cz,Yes,rare,
Patrik Hladký,77,GK,CZECH_REPUBLIC,cz,Yes,rare,
Aleš Bureš,75,GK,CZECH_REPUBLIC,cz,Yes,rare,
Stepan Mareš,75,GK,CZECH_REPUBLIC,cz,Yes,rare,
Juraj Dubský,71,GK,CZECH_REPUBLIC,cz,Yes,uncommon,
Alexandr Mareček,79,LB,CZECH_REPUBLIC,cz,Yes,rare,
Radim Kříž,76,LB,CZECH_REPUBLIC,cz,Yes,rare,
Jaromír Málek,75,LB,CZECH_REPUBLIC,cz,Yes,rare,
Roman Štěpánová,68,LB,CZECH_REPUBLIC,cz,Yes,uncommon,
Tomáš Lorenc,67,LB,CZECH_REPUBLIC,cz,Yes,uncommon,
Vlastimil Ševčík,65,LWB,CZECH_REPUBLIC,cz,Yes,uncommon,
Václav Prchal,64,LWB,CZECH_REPUBLIC,cz,Yes,common,
Petr Marek,51,LWB,CZECH_REPUBLIC,cz,Yes,common,
Alexandr Špaček,80,CB,CZECH_REPUBLIC,cz,Yes,rare,
Bohumil Baláž,78,CB,CZECH_REPUBLIC,cz,Yes,rare,
Viliam Petrů,75,CB,CZECH_REPUBLIC,cz,Yes,rare,
Rudolf Prokop,73,CB,CZECH_REPUBLIC,cz,Yes,uncommon,
Marek Vanek,71,CB,CZECH_REPUBLIC,cz,Yes,uncommon,
Drahomír Schwarz,86,RB,CZECH_REPUBLIC,cz,Yes,legend,
Ctibor Linhart,71,RB,CZECH_REPUBLIC,cz,Yes,uncommon,
Přemysl Petrů,70,RB,CZECH_REPUBLIC,cz,Yes,uncommon,
Vojtech Čapek,70,RB,CZECH_REPUBLIC,cz,Yes,uncommon,
Matej Novak,69,RB,CZECH_REPUBLIC,cz,Yes,uncommon,
Radovan Holík,75,RWB,CZECH_REPUBLIC,cz,Yes,rare,
Miloš Herman,53,RWB,CZECH_REPUBLIC,cz,Yes,common,
Vlastislav Kozel,50,RWB,CZECH_REPUBLIC,cz,Yes,common,
Radek Kulhánek,86,CDM,CZECH_REPUBLIC,cz,Yes,legend,
Břetislav Horváth,75,CDM,CZECH_REPUBLIC,cz,Yes,rare,
Matyáš Homola,73,CDM,CZECH_REPUBLIC,cz,Yes,uncommon,
Miloslav Vlasák,72,CDM,CZECH_REPUBLIC,cz,Yes,uncommon,
Vratislav Matuška,68,CDM,CZECH_REPUBLIC,cz,Yes,uncommon,
Viktor Plachý,81,CM,CZECH_REPUBLIC,cz,Yes,rare,
Zdenek Horká,76,CM,CZECH_REPUBLIC,cz,Yes,rare,
Theodor Trávníček,75,CM,CZECH_REPUBLIC,cz,Yes,rare,
Bronislav Kurka,74,CM,CZECH_REPUBLIC,cz,Yes,uncommon,
Martin Tomášek,69,CM,CZECH_REPUBLIC,cz,Yes,uncommon,
Nikolas Kantor,76,CAM,CZECH_REPUBLIC,cz,Yes,rare,
Nikolas Pavlíček,67,CAM,CZECH_REPUBLIC,cz,Yes,uncommon,
Vasil Machač,61,CAM,CZECH_REPUBLIC,cz,Yes,common,
Květoslav Dostal,61,CAM,CZECH_REPUBLIC,cz,Yes,common,
Tadeáš Šimůnek,55,CAM,CZECH_REPUBLIC,cz,Yes,common,
Oto Kohoutek,76,LW,CZECH_REPUBLIC,cz,Yes,rare,
Vladislav Rehák,71,LW,CZECH_REPUBLIC,cz,Yes,uncommon,
Lukáš Linhart,68,LW,CZECH_REPUBLIC,cz,Yes,uncommon,
Prokop Dostál,68,LW,CZECH_REPUBLIC,cz,Yes,uncommon,
Matouš Vranová,62,LW,CZECH_REPUBLIC,cz,Yes,common,
Radomil Němec,75,LM,CZECH_REPUBLIC,cz,Yes,rare,
Bohumil Tomečková,74,LM,CZECH_REPUBLIC,cz,Yes,uncommon,
Mikuláš Spurný,72,LM,CZECH_REPUBLIC,cz,Yes,uncommon,
Radomil Hudeček,70,LM,CZECH_REPUBLIC,cz,Yes,uncommon,
Bořivoj Šťastný,70,LM,CZECH_REPUBLIC,cz,Yes,uncommon,
